event_id,event_start,event_end,event_total_mm,peak_1hr_mm,duration_hours,wet_hours,avg_intensity,peak_ratio,rain_72h_prior,typhoon_season,cluster_id,PC1,PC2
1199,2005-07-03 17:00:00,2005-07-05 16:00:00,111.121,17.19,48,35,3.1749,0.1547,24.803,1,1,0.82719631964996,-0.0846667168408546
1204,2005-07-09 01:00:00,2005-07-09 23:00:00,24.302,4.334,23,14,1.7359,0.1783,18.253,1,0,-1.4460547051270498,-0.2700044718524746
1219,2005-07-23 04:00:00,2005-07-24 17:00:00,34.68,5.934,38,19,1.8253,0.1711,7.075,1,0,-1.1088675437581017,-0.6343297931928558
1221,2005-07-25 05:00:00,2005-07-29 04:00:00,70.605,8.259,96,66,1.0698,0.117,39.387,1,1,-0.3465046557440202,0.2563047136464366
1224,2005-07-31 05:00:00,2005-08-02 03:00:00,22.068,3.651,47,22,1.0031,0.1654,20.609,1,0,-1.5053648704268725,-0.2421645213097303
1228,2005-08-06 08:00:00,2005-08-13 00:00:00,96.073,4.719,161,112,0.8578,0.0491,12.606,1,0,-0.0029047327941882,-0.6925126678928679
1240,2005-08-25 05:00:00,2005-08-26 07:00:00,44.356,7.661,27,20,2.2178,0.1727,3.052,1,0,-0.8760874380820044,-0.7369357805527222
1249,2005-09-02 18:00:00,2005-09-04 11:00:00,46.468,8.876,42,24,1.9362,0.191,13.058,1,0,-0.7264635528363378,-0.4457200525468395
1250,2005-09-04 14:00:00,2005-09-06 17:00:00,46.132,6.391,52,32,1.4416,0.1385,50.43,1,1,-0.934217148897062,0.6680608354245434
1256,2005-09-10 13:00:00,2005-09-11 11:00:00,22.214,2.924,23,16,1.3884,0.1316,20.78,1,0,-1.6235259523761103,-0.209255987864207
1258,2005-09-12 07:00:00,2005-09-17 03:00:00,289.764,16.678,117,99,2.9269,0.0576,40.412,1,2,2.8524737590065827,0.2188566346208018
1261,2005-09-18 16:00:00,2005-09-21 04:00:00,161.013,12.96,61,51,3.1571,0.0805,52.279,1,1,1.0581281298519722,0.6996661417639336
1278,2005-10-06 02:00:00,2005-10-06 20:00:00,29.052,7.258,19,12,2.421,0.2498,14.504,1,0,-1.0942582312719975,-0.3505816382425721
1279,2005-10-07 02:00:00,2005-10-09 00:00:00,34.338,3.76,47,34,1.0099,0.1095,32.849,1,1,-1.3561775532355085,0.1190907934988198
1280,2005-10-11 00:00:00,2005-10-12 19:00:00,43.147,9.816,44,28,1.541,0.2275,21.47,1,0,-0.7603890458413228,-0.1820599813246422
1283,2005-10-16 13:00:00,2005-10-17 05:00:00,32.159,8.058,17,12,2.6799,0.2506,0.617,1,0,-0.9659619824881908,-0.7713526405251105
1289,2005-10-25 15:00:00,2005-10-28 16:00:00,202.768,25.645,74,58,3.496,0.1265,2.198,1,2,2.58219765704507,-0.825267236908802
1290,2005-10-28 18:00:00,2005-10-29 15:00:00,20.585,4.987,22,12,1.7154,0.2423,202.176,1,3,-1.450903212444906,5.412216957773803
1291,2005-10-30 04:00:00,2005-10-31 19:00:00,107.965,12.527,40,29,3.7229,0.116,64.421,1,1,0.4990942971511173,1.132018545355608
1299,2005-11-09 07:00:00,2005-11-10 05:00:00,39.796,17.148,23,13,3.0612,0.4309,2.509,1,0,-0.1364798916272857,-0.6554794601449037
1302,2005-11-13 19:00:00,2005-11-16 07:00:00,36.438,6.52,61,38,0.9589,0.1789,3.815,1,0,-1.0713335552555028,-0.7727970126051873
1305,2005-11-17 20:00:00,2005-11-19 11:00:00,33.404,2.912,40,28,1.193,0.0872,32.366,1,1,-1.4315599666821552,0.1088970249359581
1312,2005-11-25 20:00:00,2005-11-26 19:00:00,46.822,15.512,24,15,3.1215,0.3313,0.256,1,0,-0.1404590634747526,-0.7539625113848536
1313,2005-11-26 21:00:00,2005-11-28 13:00:00,66.582,15.719,41,27,2.466,0.2361,46.956,1,1,0.0859382376706645,0.6274793604726769
1320,2005-12-05 11:00:00,2005-12-06 07:00:00,24.412,6.355,21,14,1.7437,0.2603,15.17,0,0,-1.3313527045714455,-0.3387998982808707
1321,2005-12-06 12:00:00,2005-12-07 10:00:00,158.04,29.009,23,18,8.78,0.1836,25.2,0,2,3.1115481371149136,0.0457435474083982
1322,2005-12-07 12:00:00,2005-12-09 07:00:00,123.263,18.839,44,33,3.7352,0.1528,182.453,0,3,1.1681090125239195,4.782136294304703
1323,2005-12-09 19:00:00,2005-12-11 04:00:00,81.197,15.67,34,23,3.5303,0.193,218.982,0,3,0.410741865395721,5.932111847548064
1328,2005-12-14 14:00:00,2005-12-15 09:00:00,40.168,12.563,20,12,3.3473,0.3128,5.079,0,0,-0.4116323159870495,-0.6075417341036815
1329,2005-12-15 13:00:00,2005-12-18 10:00:00,269.436,19.278,70,59,4.5667,0.0715,41.957,0,2,2.888983118372899,0.3651751368596327
1332,2005-12-20 15:00:00,2005-12-21 11:00:00,35.48,8.137,21,15,2.3653,0.2293,60.264,0,1,-0.949340448375289,1.0512446816748189
1334,2005-12-25 06:00:00,2005-12-26 16:00:00,79.194,13.192,35,26,3.0459,0.1666,11.892,0,1,0.1003378520711082,-0.464035255384805
1335,2005-12-26 19:00:00,2005-12-28 15:00:00,145.105,34.613,45,30,4.8368,0.2385,90.353,0,2,2.807398445981089,2.011335259510434
1337,2005-12-29 17:00:00,2005-12-31 12:00:00,90.402,8.027,44,35,2.5829,0.0888,146.234,0,3,-0.1974454544691879,3.621195011272397
1342,2006-01-13 06:00:00,2006-01-13 21:00:00,22.648,7.173,16,6,3.7747,0.3167,1.361,0,0,-0.9512093845619386,-0.720380845585129
1352,2006-01-21 07:00:00,2006-01-24 22:00:00,145.685,19.364,88,66,2.2073,0.1329,21.647,0,1,1.393642715286698,-0.2569044482476429
1353,2006-01-25 04:00:00,2006-01-26 09:00:00,92.282,23.435,30,13,7.0986,0.2539,127.847,0,3,1.759411289426572,3.2002996532220136
1354,2006-01-27 15:00:00,2006-01-28 04:00:00,28.374,9.981,14,9,3.1527,0.3518,98.039,0,3,-0.8119975386765864,2.2665624533120337
1358,2006-02-05 10:00:00,2006-02-06 21:00:00,61.357,7.356,36,27,2.2725,0.1199,0.0,0,0,-0.6541345348482186,-0.8604364614334002
1364,2006-02-11 19:00:00,2006-02-13 05:00:00,152.723,37.024,35,22,6.942,0.2424,10.17,0,2,3.402822414942714,-0.4166899554520153
1365,2006-02-13 08:00:00,2006-02-14 01:00:00,71.777,15.707,18,11,6.5252,0.2188,156.386,0,3,0.7833501931735932,4.067144362344264
1373,2006-03-08 00:00:00,2006-03-10 05:00:00,147.461,25.047,54,31,4.7568,0.1699,14.407,0,2,2.1249157598346,-0.3827848205933397
1380,2006-03-30 21:00:00,2006-03-31 21:00:00,38.88,7.606,25,15,2.592,0.1956,1.447,0,0,-0.8821919260357024,-0.773034860779104
1382,2006-04-03 21:00:00,2006-04-04 18:00:00,36.957,13.87,22,9,4.1063,0.3753,3.834,0,0,-0.2068001656452159,-0.6222908806716927
1385,2006-04-07 21:00:00,2006-04-08 16:00:00,30.236,6.923,20,15,2.0157,0.229,1.166,0,0,-1.1733450697689536,-0.7728791353415433
1389,2006-04-14 06:00:00,2006-04-14 16:00:00,22.428,4.994,11,6,3.738,0.2227,0.122,0,0,-1.123876581104175,-0.7784068561973685
1395,2006-04-30 17:00:00,2006-05-01 09:00:00,23.081,11.153,17,11,2.0983,0.4832,0.354,0,0,-1.0182080926790773,-0.7237877849559664
1400,2006-05-10 20:00:00,2006-05-14 00:00:00,191.976,26.903,77,68,2.8232,0.1401,1.63,0,2,2.468285909866892,-0.8441906563851764
1418,2006-06-12 17:00:00,2006-06-14 02:00:00,56.687,12.844,34,21,2.6994,0.2266,0.513,1,0,-0.2349434097909494,-0.7975241519380378
1422,2006-06-20 04:00:00,2006-06-21 07:00:00,59.165,12.704,28,18,3.2869,0.2147,5.171,1,0,-0.142724844959025,-0.6433142321870164
1426,2006-06-24 04:00:00,2006-06-26 14:00:00,95.957,18.442,59,39,2.4604,0.1922,4.255,1,1,0.702143718642697,-0.723744816941826
1451,2006-07-16 13:00:00,2006-07-18 11:00:00,26.115,2.607,47,32,0.8161,0.0998,0.659,1,0,-1.5597677696554997,-0.8769701732961349
1462,2006-07-28 20:00:00,2006-07-31 02:00:00,96.861,13.863,55,31,3.1245,0.1431,9.114,1,1,0.4669740621326023,-0.5850835873156277
1472,2006-08-11 18:00:00,2006-08-15 07:00:00,58.195,3.638,86,71,0.8196,0.0625,16.385,1,0,-0.9195954446126646,-0.4616409772086125
1481,2006-08-25 03:00:00,2006-08-26 23:00:00,100.346,45.876,45,33,3.0408,0.4572,1.294,1,2,2.851831079229261,-0.6577074178185448
1500,2006-09-19 18:00:00,2006-09-20 17:00:00,21.189,5.451,24,13,1.6299,0.2573,6.141,1,0,-1.4360452317516263,-0.6243041745953929
1502,2006-09-21 16:00:00,2006-09-24 02:00:00,34.21,3.693,59,37,0.9246,0.108,23.564,1,0,-1.304054200638772,-0.1846859289425123
1503,2006-09-24 07:00:00,2006-09-25 09:00:00,21.305,6.929,27,18,1.1836,0.3252,35.84,1,1,-1.411263281928472,0.3001916531038955
1504,2006-09-25 18:00:00,2006-09-28 17:00:00,217.975,16.409,72,59,3.6945,0.0753,40.943,1,2,2.030513335961696,0.3313121120730612
1508,2006-10-01 23:00:00,2006-10-05 00:00:00,114.692,7.1,74,52,2.2056,0.0619,2.246,1,1,0.0656683699100643,-0.8745113236734043
1511,2006-10-06 23:00:00,2006-10-07 21:00:00,21.036,4.237,23,17,1.2374,0.2014,28.685,1,1,-1.5889113091873992,0.0517108695419494
1519,2006-10-25 02:00:00,2006-10-26 13:00:00,87.203,9.23,36,28,3.1144,0.1058,0.0,1,0,-0.0989458560447603,-0.8576061301826341
1529,2006-11-09 12:00:00,2006-11-11 06:00:00,64.897,11.184,43,30,2.1632,0.1723,4.652,1,0,-0.3143705203145114,-0.7071423722520773
1537,2006-11-28 15:00:00,2006-11-30 20:00:00,150.501,17.868,54,40,3.7625,0.1187,0.0,1,1,1.406814147385774,-0.8690403677110438
1539,2006-12-04 13:00:00,2006-12-05 03:00:00,21.879,4.627,15,9,2.431,0.2115,13.485,0,0,-1.3773326143300024,-0.3896363217414811
1542,2006-12-08 15:00:00,2006-12-11 04:00:00,143.426,20.096,62,50,2.8685,0.1401,4.438,0,1,1.3908263937451766,-0.7398470963239461
1545,2006-12-16 14:00:00,2006-12-18 06:00:00,57.633,4.511,41,32,1.801,0.0783,0.0,0,0,-0.9570777870717307,-0.8880245558862788
1551,2006-12-27 14:00:00,2006-12-29 14:00:00,150.08,12.673,49,34,4.4141,0.0844,7.631,0,1,1.09472377446563,-0.641840575352153
1555,2007-01-02 00:00:00,2007-01-02 18:00:00,24.113,4.713,19,14,1.7224,0.1955,20.547,0,0,-1.4526144189531969,-0.1891827932251631
1559,2007-01-06 12:00:00,2007-01-07 04:00:00,73.816,12.978,17,12,6.1513,0.1758,2.539,0,1,0.5107094981170527,-0.6909687260145673
1563,2007-01-10 13:00:00,2007-01-11 08:00:00,26.634,8.907,20,11,2.4213,0.3344,12.551,0,0,-1.0163889079251185,-0.3884193263557156
1566,2007-01-13 16:00:00,2007-01-14 07:00:00,143.103,21.293,16,11,13.0094,0.1488,34.765,0,2,3.1365786110240235,0.3712130693114356
1582,2007-03-14 14:00:00,2007-03-15 01:00:00,22.373,7.142,12,7,3.1961,0.3192,0.0,0,0,-1.0933308717292136,-0.7624726191065084
1586,2007-03-21 21:00:00,2007-03-22 15:00:00,20.291,5.36,19,9,2.2546,0.2642,4.176,0,0,-1.3666306121922511,-0.669733600934343
1587,2007-03-22 17:00:00,2007-03-23 21:00:00,53.537,9.096,29,22,2.4335,0.1699,24.467,0,0,-0.6195184003224832,-0.077453649991626
1599,2007-04-26 20:00:00,2007-04-27 07:00:00,21.262,8.833,12,7,3.0374,0.4154,0.61,0,0,-1.0419220463400056,-0.7195027292775537
1602,2007-05-07 03:00:00,2007-05-07 12:00:00,20.359,7.093,10,5,4.0718,0.3484,0.0,0,0,-0.973975150302117,-0.7434966334709124
1607,2007-05-11 13:00:00,2007-05-12 03:00:00,20.176,5.305,15,7,2.8823,0.2629,3.394,0,0,-1.2764410431444784,-0.6819995553455062
1613,2007-05-24 02:00:00,2007-05-24 16:00:00,30.126,7.258,15,10,3.0126,0.2409,20.322,0,0,-0.9915940588232808,-0.1618559944248027
1614,2007-05-24 21:00:00,2007-05-25 19:00:00,20.469,5.299,23,11,1.8608,0.2589,35.858,0,1,-1.4150371543820146,0.2948825555007056
1617,2007-05-26 21:00:00,2007-05-28 20:00:00,46.48,7.148,48,29,1.6028,0.1538,52.407,0,1,-0.8711402528580987,0.7414527083726683
1640,2007-06-24 20:00:00,2007-06-25 15:00:00,78.053,26.188,20,15,5.2035,0.3355,15.994,1,1,1.377850230985286,-0.2211300594021403
1648,2007-07-04 12:00:00,2007-07-07 18:00:00,117.36,7.271,79,55,2.1338,0.062,0.952,1,1,0.1212674114070218,-0.9223494582131906
1652,2007-07-10 09:00:00,2007-07-14 11:00:00,39.246,3.467,99,52,0.7547,0.0883,3.986,1,0,-1.0508356503086866,-0.8507818047956333
1676,2007-08-04 16:00:00,2007-08-09 20:00:00,104.925,2.948,125,106,0.9899,0.0281,5.647,1,0,-0.2555087585563538,-0.8683614921991404
1681,2007-08-14 14:00:00,2007-08-17 06:00:00,107.031,5.036,65,55,1.946,0.0471,0.354,1,0,-0.2700457012180443,-0.9296714392457492
1706,2007-09-11 18:00:00,2007-09-13 23:00:00,44.588,9.749,54,28,1.5924,0.2186,7.045,1,0,-0.6773023418276716,-0.6420332239473655
1707,2007-09-14 04:00:00,2007-09-18 02:00:00,134.544,9.535,95,64,2.1022,0.0709,45.418,1,1,0.5548253428544759,0.427435163227277
1708,2007-09-18 04:00:00,2007-09-22 20:00:00,85.982,5.683,113,84,1.0236,0.0661,83.516,1,1,-0.2881360215589494,1.5684319853667308
1712,2007-09-26 21:00:00,2007-09-29 13:00:00,59.947,7.954,65,44,1.3624,0.1327,8.943,1,0,-0.6166578392005122,-0.6296487617481211
1713,2007-09-29 15:00:00,2007-10-01 13:00:00,24.968,5.866,47,28,0.8917,0.2349,59.947,1,1,-1.350318530375839,0.9883690291377144
1729,2007-10-17 04:00:00,2007-10-18 23:00:00,73.071,18.875,44,29,2.5197,0.2583,1.105,1,1,0.4142003244359099,-0.7766675006778749
1730,2007-10-19 08:00:00,2007-10-20 13:00:00,29.137,5.982,30,15,1.9425,0.2053,73.071,1,1,-1.1933113773814328,1.4196724780410954
1733,2007-10-23 01:00:00,2007-10-25 15:00:00,54.178,5.079,63,49,1.1057,0.0937,6.123,1,0,-0.944893208184048,-0.7310467086216663
1735,2007-10-26 09:00:00,2007-10-28 05:00:00,463.683,49.294,45,32,14.4901,0.1063,44.27,1,2,8.811354938314494,0.6050304115938243
1749,2007-11-11 18:00:00,2007-11-13 08:00:00,28.014,5.506,39,25,1.1206,0.1965,0.0,1,0,-1.3453193664395682,-0.8546730178752269
1750,2007-11-13 16:00:00,2007-11-15 23:00:00,96.482,9.377,56,43,2.2438,0.0972,28.014,1,0,-0.0371752657036585,-0.036063638711473
1753,2007-11-17 22:00:00,2007-11-25 07:00:00,573.296,23.338,178,162,3.5389,0.0407,50.887,1,2,6.492767358846775,0.3879035037948209
1761,2007-12-05 07:00:00,2007-12-06 01:00:00,112.079,21.354,19,14,8.0056,0.1905,2.948,0,1,1.8961006007181296,-0.647220352939398
1764,2007-12-09 17:00:00,2007-12-10 12:00:00,67.76,13.015,20,13,5.2123,0.1921,10.579,0,1,0.2904423475819093,-0.4519608828220492
1766,2007-12-16 11:00:00,2007-12-17 03:00:00,31.963,9.322,17,9,3.5514,0.2916,0.494,0,0,-0.7179918147774148,-0.7533510188688102
1770,2007-12-21 10:00:00,2007-12-22 10:00:00,26.378,4.499,25,13,2.0291,0.1706,1.361,0,0,-1.34305023800276,-0.7916985747986331
1772,2007-12-25 07:00:00,2007-12-29 03:00:00,192.232,13.882,93,70,2.7462,0.0722,19.174,0,1,1.5408324497251709,-0.3774174118770958
1784,2008-01-11 01:00:00,2008-01-12 16:00:00,162.894,31.762,40,29,5.617,0.195,11.19,0,2,2.871915253812914,-0.434422548554995
1790,2008-01-18 17:00:00,2008-01-22 02:00:00,192.049,26.848,82,72,2.6673,0.1398,9.981,0,2,2.466862971201931,-0.5957737973983288
1798,2008-02-13 13:00:00,2008-02-14 13:00:00,22.263,2.686,25,16,1.3914,0.1206,1.63,0,0,-1.6257691482981227,-0.8047770873885219
1799,2008-02-14 19:00:00,2008-02-16 01:00:00,46.23,11.971,31,17,2.7194,0.2589,22.807,0,0,-0.4287912258357886,-0.0986625350509911
1800,2008-02-16 03:00:00,2008-02-22 03:00:00,592.012,42.579,145,122,4.8526,0.0719,68.493,0,2,8.244858102817675,1.0433078441464805
1802,2008-02-23 21:00:00,2008-02-24 18:00:00,36.56,5.818,22,17,2.1506,0.1591,313.09,0,3,-1.1064115883990109,8.811768298546042
1803,2008-02-25 09:00:00,2008-02-28 13:00:00,244.987,17.044,77,62,3.9514,0.0696,36.804,0,2,2.411734045293352,0.1915732819957257
1808,2008-03-07 20:00:00,2008-03-08 10:00:00,20.169,3.248,15,10,2.0169,0.161,1.709,0,0,-1.561115587209294,-0.7709451010900188
1814,2008-03-15 16:00:00,2008-03-16 21:00:00,57.102,7.741,30,20,2.8551,0.1356,5.94,0,0,-0.5948189324235729,-0.6571971561893508
1818,2008-03-18 20:00:00,2008-03-19 09:00:00,27.55,9.725,14,6,4.5917,0.353,66.259,0,1,-0.5679615478236473,1.3030980130075798
1830,2008-04-02 17:00:00,2008-04-04 15:00:00,108.734,10.201,47,36,3.0204,0.0938,7.49,0,1,0.2334305553461519,-0.6498726083808847
1835,2008-04-13 00:00:00,2008-04-15 07:00:00,153.493,12.636,56,43,3.5696,0.0823,0.0,0,1,1.0054252307753604,-0.8971552123154993
1845,2008-04-26 14:00:00,2008-04-28 04:00:00,73.132,6.794,39,33,2.2161,0.0929,36.707,0,1,-0.5679149761970489,0.2541008498584468
1850,2008-05-02 22:00:00,2008-05-04 07:00:00,34.076,4.328,34,18,1.8931,0.127,3.486,0,0,-1.2357866036831235,-0.7524522009437229
1852,2008-05-05 04:00:00,2008-05-05 15:00:00,29.308,10.775,12,7,4.1869,0.3676,34.527,0,1,-0.5668932767292287,0.3297616744113233
1859,2008-05-12 04:00:00,2008-05-15 10:00:00,99.309,7.857,79,58,1.7122,0.0791,25.077,0,0,-0.0833211828657165,-0.1727692845327876
1866,2008-05-19 20:00:00,2008-05-20 18:00:00,25.889,8.107,23,11,2.3535,0.3131,4.694,0,0,-1.0727031952041697,-0.6418146825479194
1870,2008-05-23 09:00:00,2008-05-26 17:00:00,60.514,7.673,81,51,1.1865,0.1268,43.629,0,1,-0.5617943242391195,0.4125072439396693
1890,2008-06-19 16:00:00,2008-06-23 07:00:00,154.768,50.271,88,62,2.4963,0.3248,1.66,1,2,3.929787441365509,-0.7452902117022338
1893,2008-06-25 20:00:00,2008-06-27 19:00:00,38.709,5.634,48,29,1.3348,0.1455,2.936,1,0,-1.1160204329750876,-0.7884381582558887
1895,2008-06-28 17:00:00,2008-06-29 10:00:00,24.723,6.318,18,12,2.0602,0.2556,39.319,1,1,-1.2853797119430703,0.4111906256373982
1897,2008-06-30 20:00:00,2008-07-01 23:00:00,31.695,4.914,28,20,1.5848,0.155,25.505,1,0,-1.3179532314093152,-0.0609700598949208
1898,2008-07-02 01:00:00,2008-07-04 05:00:00,21.079,4.139,53,31,0.68,0.1964,35.834,1,1,-1.5123319662523325,0.2234121199015088
1920,2008-07-30 05:00:00,2008-08-04 02:00:00,92.655,12.099,118,86,1.0774,0.1306,16.604,1,1,0.2954500313053655,-0.468945248264801
1928,2008-08-12 05:00:00,2008-08-13 16:00:00,85.299,16.342,36,26,3.2807,0.1916,2.326,1,1,0.4486652485015051,-0.7453317998917612
1936,2008-08-22 23:00:00,2008-08-24 12:00:00,33.099,6.306,38,23,1.4391,0.1905,2.1,1,0,-1.1767028238059505,-0.7859417874776169
1947,2008-09-05 16:00:00,2008-09-06 15:00:00,39.93,12.563,24,16,2.4956,0.3146,9.712,1,0,-0.5522624950630487,-0.4790103172418523
1949,2008-09-08 02:00:00,2008-09-09 13:00:00,20.884,4.035,36,23,0.908,0.1932,56.382,1,1,-1.582013144443283,0.8810462098262366
1956,2008-09-17 04:00:00,2008-09-18 02:00:00,35.858,8.406,23,14,2.5613,0.2344,0.671,1,0,-0.8817696621326374,-0.7829265459423003
1960,2008-09-20 03:00:00,2008-09-21 18:00:00,68.609,5.976,40,31,2.2132,0.0871,39.203,1,1,-0.6665783966625176,0.3275060318406352
1962,2008-09-23 07:00:00,2008-09-25 02:00:00,31.133,4.353,44,23,1.3536,0.1398,72.04,1,1,-1.3012368126477498,1.3430748274168396
1968,2008-09-29 23:00:00,2008-10-01 00:00:00,135.484,33.282,26,21,6.4516,0.2457,4.206,1,2,2.7914819621541644,-0.5973566752811661
1971,2008-10-05 18:00:00,2008-10-06 19:00:00,30.981,9.486,26,16,1.9363,0.3062,0.537,1,0,-0.9733813023658155,-0.7777476691785767
1975,2008-10-09 12:00:00,2008-10-10 11:00:00,49.459,25.157,24,13,3.8045,0.5086,2.375,1,1,0.7094971533179918,-0.6171483906952551
1981,2008-10-21 06:00:00,2008-10-22 13:00:00,47.011,16.94,32,19,2.4743,0.3603,11.074,1,0,-0.1099868286557056,-0.4285396140517653
1990,2008-10-29 12:00:00,2008-10-30 10:00:00,23.295,14.749,23,12,1.9412,0.6331,9.981,1,0,-0.7873297605795717,-0.3948534300254322
1991,2008-10-30 19:00:00,2008-11-01 10:00:00,49.001,5.769,40,29,1.6897,0.1177,25.987,1,0,-0.9782528501541472,-0.0727427729208637
1993,2008-11-02 11:00:00,2008-11-03 07:00:00,28.099,5.58,21,14,2.0071,0.1986,52.108,1,1,-1.277935755219854,0.7848832794682583
1995,2008-11-05 04:00:00,2008-11-06 20:00:00,93.87,16.873,41,29,3.2369,0.1797,30.651,1,1,0.6007779811673447,0.1157864425735471
1996,2008-11-07 07:00:00,2008-11-08 08:00:00,24.095,8.253,26,16,1.5059,0.3425,93.87,1,3,-1.2265317152856885,2.098652524102849
1997,2008-11-08 10:00:00,2008-11-09 04:00:00,21.824,5.903,19,11,1.984,0.2705,105.151,1,3,-1.3546953512211033,2.4394189419110264
1999,2008-11-10 23:00:00,2008-11-12 02:00:00,24.632,6.41,28,16,1.5395,0.2602,26.408,1,0,-1.3191369044298464,-0.0044326328607493
2002,2008-11-13 19:00:00,2008-11-16 02:00:00,115.126,13.43,56,44,2.6165,0.1167,25.712,1,1,0.5219613991997695,-0.0935379561116412
2003,2008-11-19 10:00:00,2008-11-22 00:00:00,92.38,9.902,63,41,2.2532,0.1072,0.0,1,1,0.0060912282855245,-0.903353402994969
2011,2008-12-02 11:00:00,2008-12-09 03:00:00,378.866,47.029,161,123,3.0802,0.1241,7.82,0,2,6.3826765451295335,-0.7739534617638772
2014,2008-12-11 10:00:00,2008-12-12 10:00:00,21.909,4.218,25,12,1.8258,0.1925,21.897,0,0,-1.4537656469239408,-0.1560304030346332
2025,2008-12-27 18:00:00,2008-12-29 00:00:00,111.408,15.719,31,18,6.1893,0.1411,3.797,0,1,1.1865573181882594,-0.6830569204712743
2027,2008-12-30 03:00:00,2009-01-02 05:00:00,214.295,18.198,75,55,3.8963,0.0849,120.082,0,2,2.200796927798617,2.774779585816212
2032,2009-01-06 09:00:00,2009-01-08 11:00:00,328.034,80.513,51,33,9.9404,0.2454,4.981,0,2,9.180873382828628,-0.501918425658113
2035,2009-01-09 13:00:00,2009-01-10 01:00:00,25.822,8.632,13,8,3.2278,0.3343,265.163,0,3,-0.9130519166964756,7.408882833792011
2044,2009-01-19 16:00:00,2009-01-21 13:00:00,33.428,5.183,46,25,1.3371,0.155,18.045,0,0,-1.2157943103274031,-0.3178536958795886
2048,2009-01-25 23:00:00,2009-01-27 00:00:00,26.781,9.932,26,14,1.9129,0.3709,9.163,0,0,-1.0093812553964585,-0.4957360138664232
2052,2009-02-04 04:00:00,2009-02-05 23:00:00,21.415,4.994,44,20,1.0707,0.2332,4.603,0,0,-1.441647898523247,-0.7116378199444021
2053,2009-02-06 11:00:00,2009-02-08 11:00:00,47.719,4.072,49,30,1.5906,0.0853,21.415,0,0,-1.074709380878218,-0.2382418375267961
2054,2009-02-08 14:00:00,2009-02-09 12:00:00,106.915,29.601,23,18,5.9397,0.2769,50.167,0,2,2.106521482411311,0.8224972037024783
2058,2009-02-13 04:00:00,2009-02-15 12:00:00,83.84,9.541,57,39,2.1497,0.1138,4.017,0,0,-0.1612373164188331,-0.7693481543109001
2060,2009-02-18 19:00:00,2009-02-19 08:00:00,22.086,5.909,14,8,2.7607,0.2675,0.378,0,0,-1.24226309092903,-0.7727644881784836
2064,2009-02-24 12:00:00,2009-02-25 06:00:00,51.541,21.372,19,13,3.9647,0.4147,15.145,0,1,0.4675435047126065,-0.2467885228582566
2070,2009-03-02 02:00:00,2009-03-03 10:00:00,62.858,10.39,33,22,2.8572,0.1653,1.105,0,0,-0.3237836561812917,-0.7982841459816423
2078,2009-03-16 12:00:00,2009-03-17 11:00:00,51.51,7.612,24,16,3.2194,0.1478,12.459,0,0,-0.6292569230980235,-0.4402159290008599
2081,2009-03-30 00:00:00,2009-04-01 10:00:00,145.624,19.748,59,41,3.5518,0.1356,0.488,0,1,1.4967140371663108,-0.852698181042097
2083,2009-04-02 15:00:00,2009-04-04 14:00:00,223.628,19.303,48,40,5.5907,0.0863,108.588,0,2,2.5288936875487105,2.4763323487529294
2089,2009-04-17 07:00:00,2009-04-19 07:00:00,57.584,6.404,49,34,1.6936,0.1112,0.104,0,0,-0.7907350805823261,-0.8845607093687381
2098,2009-04-26 08:00:00,2009-04-28 17:00:00,30.01,3.168,58,33,0.9094,0.1056,14.163,0,0,-1.3936685990682418,-0.4736156356405929
2099,2009-04-28 19:00:00,2009-05-03 21:00:00,699.91,56.406,123,111,6.3055,0.0806,30.01,0,2,10.478802106380048,-0.0907473867728667
2115,2009-05-18 02:00:00,2009-05-19 03:00:00,23.997,3.925,26,17,1.4116,0.1636,5.293,0,0,-1.5194659091002436,-0.6809360228151453
2121,2009-05-29 05:00:00,2009-05-31 07:00:00,38.428,3.071,51,42,0.915,0.0799,14.169,0,0,-1.3553513063796363,-0.472325707596353
2126,2009-06-05 13:00:00,2009-06-08 03:00:00,48.421,4.853,63,42,1.1529,0.1002,7.948,1,0,-1.009587713905198,-0.6716991901765639
2138,2009-06-23 00:00:00,2009-06-24 01:00:00,76.118,27.977,26,16,4.7574,0.3675,0.177,1,1,1.4401826236847637,-0.7087447050618332
2161,2009-07-15 08:00:00,2009-07-18 06:00:00,117.635,24.949,71,54,2.1784,0.2121,12.142,1,1,1.4370760262120026,-0.4850128416078919
2163,2009-07-19 12:00:00,2009-07-20 11:00:00,35.101,8.424,24,14,2.5072,0.24,51.675,1,1,-0.8894249532619422,0.7873776672003154
2166,2009-07-26 02:00:00,2009-07-27 01:00:00,33.978,6.923,24,16,2.1236,0.2037,19.547,1,0,-1.0801275296986677,-0.2178224933291866
2170,2009-07-30 11:00:00,2009-08-02 19:00:00,82.594,7.441,81,60,1.3766,0.0901,0.861,1,0,-0.3287887256262079,-0.9182641123789556
2178,2009-08-11 10:00:00,2009-08-13 12:00:00,86.08,22.953,51,32,2.69,0.2666,0.336,1,1,0.9341094566376827,-0.799241347153399
2196,2009-09-02 18:00:00,2009-09-03 18:00:00,21.287,4.743,25,16,1.3304,0.2228,4.646,1,0,-1.5275028742098378,-0.6843946385063547
